final_class,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
Residual,5295,4972,0.0206611196503057,0.99173378446509,0.971072664814785,552.953555150842,0.104429377743313,0.0413222399456943,0.161988651786664,0.0206611196503057,0.0206611199758404,0.0206611200128709,0.10330560109922,0.0826444810863486
Stepping_Stone,194,194,1.01239479556148,4.95866852267282,3.94627372711134,354.730769951967,1.82850912346375,1.55991480874172,0.854294723461003,1.01239479556148,1.01239479556148,1.23966721654228,2.06611234624566,0.826445129703379
Corridor,354,354,0.289255625148962,143.677429796537,143.388174171388,3034.99455461618,8.57343094524343,3.48139871925144,14.8498841319968,0.289255625148962,0.289255625148962,1.5289228823809,8.82229865990249,7.2933757775216
Edge_Patch,12,12,5.10329579534364,24.0702057892122,18.9669099938685,115.41302142727,9.61775178560581,7.49998633535464,5.19870895084739,5.10329579534364,5.10329579534364,6.17767532401269,11.42559945848,5.24792413446735
